순번;자치단체;시설유형;시설구분;시설명;건립일;운영방식;건물면적(㎡);토지면적(㎡);관리인력;연간이용인원;건립비용;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;비용;수익;순수익
333;경기평택시;문화시설;문화예술회관;남부문화예술회관;1993.11.02;직영;6,736;11,328;13;234,822;10,826;10,826;63;1,584;9,242;40;1,162;248;-914
334;경기평택시;문화시설;문화예술회관;한국소리터;2011.09.01;위탁;7,275;27,183;4;76,000;22,843;22,843;452;3,725;19,119;40;410;68;-341
335;경기평택시;체육시설;기타체육시설;이충문화체육센터;2003.10.10;직영;9,985;55,332;15;355,387;16,405;16,405;357;5,418;10,987;40;1,681;518;-1,163
336;경기평택시;복지시설;종합사회복지관;남부복지타운;2018.02.05;위탁;10,957;24,487;12;845;22,854;22,854;328;342;22,512;40;505;0;-505
337;경기평택시;복지시설;종합사회복지관;북부복지타운;2012.07.29;직영;12,580;25,221;9;538,740;26,388;26,388;298;2,090;24,298;40;586;18;-568
338;경기의정부시;문화시설;공립도서관;의정부과학도서관;2007.04.30;직영;6,951;9,455;38;327,911;22,600;3,536;88;1,024;21,576;40;3,362;0;-3,362
339;경기의정부시;문화시설;공립도서관;의정부정보도서관;2003.07.26;직영;5,310;16,685;30;393,494;16,700;3,441;83;1,458;15,242;40;2,266;75;-2,191
340;경기의정부시;문화시설;문화예술회관;(재)의정부예술의전당;2001.04.06;위탁;22,372;40,273;39;288,340;51,333;51,333;228;3,487;47,846;40;7,631;7,921;290
341;경기의정부시;체육시설;육상경기장;의정부종합운동장주경기장;2002.04.30;위탁;31,125;116,475;8;145,166;77,400;77,400;1,935;30,960;46,440;40;1,323;313;-1,010
342;경기의정부시;체육시설;체육관;의정부체육관;1996.12.14;위탁;9,974;37,240;4;83,938;13,764;13,764;344;7,570;6,194;40;768;64;-704
343;경기의정부시;체육시설;빙상장;의정부실내빙상장;2003.11.11;위탁;5,373;29,468;13;182,124;17,103;17,103;428;6,414;10,689;40;1,407;657;-750
344;경기시흥시;문화시설;청소년수련회관;시흥시청소년수련관;2007.05.07;위탁;8,990;5,510;16;487,174;18,270;18,270;457;5,024;13,246;40;1,758;1,072;-686
345;경기시흥시;체육시설;체육관;시흥국민체육센터;2007.05.30;위탁;6,537;8,489;22;452,419;14,700;13,652;345;3,859;9,794;40;2,082;1,674;-408
346;경기시흥시;기타시설;기타시설;시흥에코센터;2015.12.22;위탁;4,632;14,764;11;81,388;18,929;17,696;442;922;18,008;40;823;38;-785
347;경기파주시;문화시설;공립도서관;가람도서관(솔가람아트홀);2013.12.31;위탁;3,862;7,160;24;315,739;11,301;10,123;256;1,303;8,819;40;1,073;23;-1,050
348;경기파주시;문화시설;공립도서관;교하도서관;2018.07.15;직영;8,457;7,000;53;652,099;11,188;11,188;280;2,937;8,251;40;1,134;1;-1,133
349;경기파주시;문화시설;공립도서관;해솔도서관;2011.09.22;직영;1,998;3,606;17;313,944;13,306;4,664;117;875;3,790;40;539;0;-539
350;경기파주시;체육시설;육상경기장;파주스타디움;2014.12.30;직영;18,032;158,210;5;97,108;72,590;31,697;315;4,331;27,366;40;625;33;-592
351;경기파주시;체육시설;체육관;교하청석 스포츠센터;2011.06.28;위탁;5,563;9,668;35;63,292;13,200;13,200;330;2,338;10,863;40;2,006;1,421;-585
352;경기파주시;체육시설;체육관;운정 스포츠센터;2011.08.31;위탁;4,471;9,994;32;69,030;19,700;10,893;0;0;10,893;0;1,529;1,782;252
353;경기광명시;문화시설;공립도서관;소하도서관;2016.05.16;직영;7,642;1,750;39;651,303;16,900;16,753;419;1,257;15,497;40;1,440;37;-1,403
354;경기광명시;문화시설;공립도서관;중앙도서관(광명도서관);2004.10.28;직영;9,965;5,027;18;582,349;19,035;9,555;140;2,005;7,550;40;1,876;31;-1,845
355;경기광명시;문화시설;청소년수련회관;광명시청소년수련관;2014.06.11;위탁;6,099;1,750;25;400,664;13,469;13,229;331;1,323;11,906;40;3,787;1,473;-2,314
356;경기김포시;문화시설;문화예술회관;김포아트홀;2014.04.01;위탁;9,008;2,534;43;66,031;21,437;21,437;536;2,724;18,713;40;7,075;209;-6,866
357;경기김포시;체육시설;체육관;김포생활체육관;2014.06.20;위탁;9,998;109,659;7;239,300;16,534;16,105;403;1,834;14,270;40;758;301;-457
358;경기김포시;기타시설;기타시설;고촌문화복지센터;2018.03.26;직영;13,598;5,511;53;240,444;23,000;21,983;550;550;21,433;40;1,459;15;-1,443
359;경기군포시;문화시설;공립도서관;중앙도서관;2008.04.29;직영;12,510;10,730;64;1,317,740;19,300;19,300;146;4,516;14,784;40;4,817;24;-4,792
360;경기군포시;문화시설;문화예술회관;군포시문화예술회관;1998.04.23;위탁;24,926;16,968;29;244,036;49,782;49,782;1,257;24,717;25,065;40;5,882;4,994;-888
361;경기군포시;문화시설;청소년수련회관;군포시청소년수련관;2004.06.01;위탁;7,130;2,597;40;832,309;11,361;11,361;288;4,268;7,240;40;2,963;3,265;302
362;경기군포시;기타시설;기타시설;군포시근로자종합복지관;2007.03.27;위탁;6,334;2,357;33;37,231;14,415;11,620;291;3,480;10,935;40;2,431;2,444;12
363;경기군포시;기타시설;기타시설;군포시평생학습원;2000.11.15;위탁;6,222;1,384;23;409,792;11,509;11,509;220;3,971;7,537;40;1,954;1,575;-379
364;경기군포시;기타시설;기타시설;수리산상상마을;2009.09.18;위탁;10,948;20,770;65;178,800;51,524;51,524;331;3,956;47,568;40;4,016;1,563;-2,453
365;경기광주시;문화시설;청소년수련회관;광주시 청소년수련관;2014.07.04;직영;9,715;6,482;37;148,896;20,401;16,677;417;1,876;14,801;40;5,492;253;-5,240
366;경기광주시;체육시설;체육관;광주시민체육관;2018.01.19;직영;2,267;38,793;14;35,792;19,433;17,492;0;0;17,492;40;964;78;-886
367;경기광주시;기타시설;기타시설;광주시문화스포츠센터;2011.08.26;위탁;26,925;30,291;60;179,942;61,610;52,811;1,320;9,242;43,569;40;6,733;2,649;-4,083
368;경기이천시;문화시설;문화예술회관;이천아트홀;2009.06.08;직영;11,843;67,292;21;88,404;37,054;37,054;488;4,995;32,059;40;4,119;836;-3,282
369;경기이천시;체육시설;육상경기장;이천시종합운동장;2001.04.15;직영;11,264;87,447;21;10,500;25,436;25,436;665;11,312;14,124;40;1,226;28;-1,198
370;경기양주시;문화시설;박물관;양주회암사지박물관;2012.10.19;직영;3,562;9,126;16;167,332;12,727;12,727;456;2,622;10,105;40;988;39;-949
371;경기양주시;문화시설;문화예술회관;양주문화예술회관;1997.10.01;위탁;3,809;38,071;7;95,000;13,200;13,200;330;7,260;5,940;40;635;196;-439
372;경기양주시;체육시설;육상경기장;백석생활체육공원;2013.04.11;위탁;621;74,115;4;62,429;23,365;23,365;7;25;23,340;40;197;73;-124
373;경기양주시;체육시설;축구장;광적생활체육공원;2011.06.13;위탁;245;104,443;1;35,986;22,592;22,592;266;14,392;8,465;40;123;36;-87
374;경기양주시;체육시설;체육관;양주국민체육센터;2013.11.09;위탁;3,689;2,136;29;236,895;11,800;11,800;244;1,224;10,820;40;1,463;1,248;-216
375;경기오산시;문화시설;공립도서관;오산시꿈두레도서관;2014.04.08;직영;5,277;8,342;29;429,571;13,805;12,359;309;1,493;10,866;40;889;0;-889
376;경기오산시;문화시설;공립도서관;오산시중앙도서관;2008.12.18;직영;6,459;2,970;35;330,425;13,116;12,106;188;2,749;9,357;40;1,310;7;-1,302
377;경기오산시;문화시설;문화예술회관;오산문화예술회관;2004.04.23;위탁;3,244;6,461;16;87,151;27,318;15,750;394;5,841;9,909;40;960;232;-728
378;경기오산시;체육시설;기타체육시설;오산스포츠센터;2010.05.10;위탁;27,431;31,887;41;701,531;44,400;44,400;2,168;21,862;22,538;40;4,663;2,776;-1,887
379;경기오산시;복지시설;종합사회복지관;오산남부종합사회복지관;2007.05.17;위탁;7,563;3,005;15;175,240;14,409;14,409;164;3,459;11,257;40;1,520;1,708;188
380;경기구리시;문화시설;공립도서관;구리시토평도서관;2010.04.27;직영;6,388;6,013;35;453,774;16,506;16,506;282;2,194;14,312;40;1,345;13;-1,332
381;경기구리시;문화시설;문화예술회관;구리아트홀;2012.10.10;직영;10,575;24,197;20;105,351;39,500;39,500;953;6,114;33,386;40;4,499;866;-3,633
382;경기구리시;문화시설;청소년수련회관;구리시청소년수련관;2002.12.21;위탁;7,514;2,984;34;653,973;15,031;15,031;148;3,453;11,577;60;3,220;3,350;130
383;경기구리시;체육시설;기타체육시설;구리시멀티스포츠센터;2014.02.28;위탁;8,125;10,692;76;485,059;23,118;23,118;311;1,757;21,360;40;3,210;2,620;-590
384;경기구리시;체육시설;기타체육시설;주민편익시설;2002.07.30;위탁;3,905;39,740;39;350,445;10,781;10,781;299;4,190;6,591;40;2,863;2,966;103
385;경기구리시;기타시설;기타시설;교문동 주차빌딩;2010.04.20;위탁;13,069;3,407;6;325,326;10,500;10,500;252;2,245;8,255;40;1,521;2,009;488
386;경기구리시;기타시설;기타시설;구리시 행정복지센터;2010.06.03;위탁;13,266;4,815;4;244,771;19,866;19,866;497;4,385;15,481;40;645;219;-426
387;경기안성시;문화시설;문화예술회관;안성남사당공연장;2010.09.10;직영;3,431;17,045;1;10,770;15,000;14,481;344;2,264;12,217;40;345;250;-95
388;경기안성시;문화시설;문화예술회관;안성맞춤아트홀;2017.08.24;직영;6,029;30,252;17;110,881;65,100;55,526;1,388;1,620;53,907;40;3,163;724;-2,439
389;경기안성시;체육시설;육상경기장;안성종합운동장;1997.11.19;위탁;1,710;115,277;1;13,867;11,300;11,300;283;5,956;5,344;40;55;8;-47
390;경기포천시;문화시설;공립도서관;포천시립중앙도서관;2012.03.02;직영;4,919;6,815;35;325,645;12,300;8,549;214;1,478;7,071;40;1,189;4;-1,185
391;경기포천시;문화시설;문화예술회관;포천반월아트홀;2003.10.18;위탁;3,905;19,599;13;103,768;26,000;22,300;558;8,409;13,891;40;1,656;322;-1,334
392;경기의왕시;문화시설;공립도서관;내손도서관;2011.07.22;직영;3,791;6,761;51;584,572;14,422;14,422;63;2,587;11,835;40;2,639;16;-2,623
393;경기의왕시;문화시설;청소년수련회관;의왕시청소년수련관;2006.12.01;위탁;5,019;4,375;26;335,775;13,308;12,860;274;2,895;9,964;40;3,073;393;-2,681
394;경기의왕시;체육시설;체육관;부곡스포츠센터;2017.04.09;위탁;8,712;2,891;31;33,061;21,013;18,557;464;773;17,784;40;1,068;1,286;218
395;경기의왕시;기타시설;기타시설;의왕조류생태과학관;2011.07.18;위탁;1,888;1,980;7;62,514;11,375;11,242;274;1,809;9,433;40;403;108;-295
396;경기하남시;문화시설;박물관;하남역사박물관;2014.10.30;위탁;6,726;4,103;7;46,821;16,904;16,904;388;1,746;15,158;40;1,018;242;-776
397;경기하남시;문화시설;문화예술회관;하남문화예술회관;2007.05.10;위탁;8,707;32,171;28;96,427;37,400;37,400;863;7,544;29,856;40;6,725;8,339;1,614
398;경기하남시;체육시설;체육관;하남종합운동장 국민체육센터;2007.10.01;위탁;16,083;139,821;36;47,439;68,050;68,050;1,576;13,327;54,723;40;5,391;3,068;-2,324
399;경기하남시;복지시설;종합사회복지관;하남시종합사회복지관;2005.03.11;위탁;6,147;4,870;17;284,662;13,279;13,279;332;4,648;8,631;40;843;1,875;1,032
400;경기여주시;문화시설;공립도서관;여주도서관;2012.01.15;직영;4,245;5,000;21;210,418;10,579;10,579;529;3,570;7,009;20;1,180;6;-1,174
401;경기동두천시;문화시설;박물관;동두천시 경기북부어린이박물관;2016.04.19;직영;5,646;33,485;31;152,175;17,638;17,638;441;1,213;16,426;40;1,223;401;-822
402;경기동두천시;문화시설;청소년수련회관;동두천청소년수련관;2016.12.21;직영;3,651;2,314;9;71,431;12,157;12,113;256;665;11,448;40;327;22;-305
403;경기동두천시;체육시설;육상경기장;동두천종합운동장;1997.09.05;직영;6,241;22,950;5;147,564;18,531;18,531;342;6,655;11,876;40;779;48;-731
404;경기과천시;문화시설;공립도서관;과천시정보과학도서관;2002.05.16;직영;10,027;24,080;38;886,583;19,487;19,487;487;8,120;11,367;40;4,283;96;-4,186
405;경기과천시;문화시설;박물관;과천시 추사박물관;2013.06.03;직영;3,020;4,299;6;20,975;24,534;24,534;298;1,691;22,843;40;924;41;-883
406;경기과천시;문화시설;문화예술회관;과천시민회관;1995.08.23;위탁;7,726;22,237;217;3,007,941;57,774;57,774;1,452;33,327;24,447;40;14,298;8,916;-5,382
407;경기과천시;문화시설;청소년수련회관;청소년수련관;2007.12.01;직영;8,318;8,331;73;535,171;17,954;17,954;396;4,415;13,539;40;4,565;1,135;-3,430
408;경기양평군;문화시설;박물관;황순원문학촌 소나기마을;2008.05.10;위탁;1,099;43,410;9;96,092;11,042;11,042;276;2,667;8,375;40;383;68;-315
409;경기양평군;체육시설;체육관;물맑은 양평종합운동장;2018.04.10;위탁;4,714;164,077;13;193,762;79,018;3,960;0;0;3,960;0;756;396;-360
410;경기양평군;체육시설;체육관;용문국민체육센터;2011.06.13;위탁;4,981;51,520;24;127,760;10,200;9,838;252;1,678;8,160;40;1,457;466;-991
411;경기양평군;기타시설;기타시설;양평 맑은숲캠프;2009.04.28;위탁;140,995;3,616;5;8,601;13,050;13,000;77;9,929;3,071;40;464;76;-389
412;경기양평군;기타시설;기타시설;오커빌리지;2009.04.10;위탁;13,375;1,304;3;11,235;11,000;11,000;60;8,597;2,403;40;235;100;-135
413;경기가평군;문화시설;문화예술회관;가평군문화예술회관;1998.07.11;위탁;1,843;5,153;3;60,900;10,978;10,805;270;5,448;5,357;40;1,837;36;-1,801
414;경기가평군;체육시설;체육관;한석봉체육관;2016.04.17;위탁;3,036;7,980;20;177,621;18,019;17,829;446;981;16,849;40;1,238;538;-700
415;경기연천군;문화시설;문화예술회관;연천수레울아트홀;2011.03.18;위탁;5,225;104,897;14;61,995;15,046;15,046;502;2,926;12,120;30;1,300;159;-1,141
416;경기연천군;복지시설;종합사회복지관;연천군 종합복지관;2017.07.20;위탁;6,740;5,325;3;21,957;15,631;15,631;195;195;15,436;40;146;2;-144
417;강원본청;문화시설;박물관;강원도디엠제트박물관;2008.11.30;직영;10,759;151,242;22;272,726;44,521;44,521;371;11,130;33,391;40;2,245;557;-1,688
418;강원춘천시;문화시설;공립도서관;춘천시립도서관;2017.06.22;직영;7,701;19,040;38;548,873;19,972;19,830;496;537;19,293;20;3,269;0;-3,269
419;강원춘천시;문화시설;문화예술회관;춘천문화예술회관;1993.04.10;위탁;9,782;34,405;7;76,088;15,996;15,996;400;9,998;5,999;40;764;241;-524
420;강원춘천시;체육시설;육상경기장;종합경기장;2009.07.31;위탁;6,164;75,595;10;132,891;41,000;41,000;1,323;9,225;31,775;40;1,230;56;-1,174
421;강원춘천시;체육시설;야구장;송암스포츠타운 야구장;2005.02.04;위탁;9,994;22,717;3;13,295;17,104;17,104;633;5,559;11,545;40;646;41;-605
422;강원춘천시;체육시설;테니스장;송암테니스장;2009.10.22;위탁;10,817;58,865;5;50,729;20,000;20,000;65;4,500;15,500;40;478;525;47
423;강원춘천시;체육시설;체육관;호반체육관;1999.01.27;위탁;9,143;18,657;4;95,583;16,373;16,373;780;7,777;8,596;40;667;122;-545
424;강원춘천시;체육시설;수영장;국민체육센터;2002.10.21;위탁;6,328;31,649;21;156,734;10,200;10,200;425;4,080;6,120;40;2,261;889;-1,372
425;강원원주시;문화시설;공립도서관;원주시립중앙도서관;2015.12.11;직영;9,890;17,438;39;575,390;32,343;32,343;809;3,235;29,108;40;1,485;28;-1,457
426;강원원주시;문화시설;문화예술회관;원주백운아트홀;2007.12.20;직영;6,413;109,574;4;107,700;13,000;13,000;325;3,575;9,425;40;282;56;-226
427;강원원주시;문화시설;문화예술회관;치악예술관;1994.05.04;직영;7,807;15,630;7;86,058;16,514;16,514;413;9,908;6,606;40;1,311;110;-1,201
428;강원원주시;체육시설;체육관;원주국민체육센터;2006.07.22;직영;9,994;19,354;21;152,340;38,880;38,880;972;10,692;28,188;40;585;1,029;444
429;강원원주시;체육시설;체육관;원주드림체육관;2015.01.05;직영;5,034;6,066;19;134,244;12,100;12,100;303;1,210;10,890;40;529;154;-375
430;강원원주시;체육시설;체육관;종합체육관;2013.06.10;직영;23,034;270,559;8;182,095;50,000;50,000;1,250;6,250;43,750;40;671;238;-433
431;강원원주시;기타시설;기타시설;원주한지테마파크;2010.09.03;위탁;3,795;26,279;13;55,264;14,157;14,157;354;2,831;11,326;40;671;410;-261
432;강원강릉시;체육시설;축구장;강남축구공원;2010.05.14;직영;1,958;92,045;4;57,000;24,817;19,142;443;4,453;14,689;40;175;41;-134
433;강원강릉시;체육시설;체육관;강릉실내종합체육관;1998.12.15;위탁;17,213;5,798;0;35,000;24,433;24,425;260;8,835;15,590;40;828;28;-800
434;강원강릉시;기타시설;기타시설;강릉녹색도시체험센터(이젠);2014.03.28;직영;7,865;60,243;18;79,423;35,000;34,208;815;3,778;30,430;40;1,127;503;-624
435;강원동해시;체육시설;육상경기장;동해웰빙레포츠타운 종합경기장;1993.06.30;위탁;20,736;378,045;17;571,987;25,356;25,356;608;8,213;17,143;40;1,155;425;-730
436;강원태백시;문화시설;박물관;태백고생대자연사박물관;2010.06.22;직영;6,207;12,727;12;64,215;20,000;19,081;477;4,094;14,986;40;265;64;-201
437;강원태백시;문화시설;박물관;태백석탄박물관;1997.06.04;직영;1,785;23,811;11;107,907;15,230;14,535;363;7,843;6,692;40;485;137;-348
438;강원태백시;문화시설;문화예술회관;태백문화예술회관;2003.06.30;직영;6,833;27,689;11;116,150;24,747;17,195;430;5,775;11,420;40;1,603;29;-1,574
439;강원태백시;문화시설;청소년수련회관;한국청소년안전체험관;2012.10.31;직영;25,964;950,376;74;71,176;179,000;93,850;2,346;11,731;82,119;40;2,822;695;-2,127
440;강원태백시;체육시설;체육관;고원체육관;2004.05.25;직영;10,956;67,647;3;131,940;23,750;23,750;594;8,708;15,042;40;281;2;-279
441;강원속초시;문화시설;박물관;속초시립박물관;2005.11.04;직영;5,922;60,426;31;113,877;16,517;16,517;635;5,781;10,736;40;2,189;204;-1,985
442;강원속초시;체육시설;육상경기장;속초종합경기장;1994.06.15;위탁;6,400;53,230;2;31,010;11,533;11,533;769;7,208;4,325;40;192;13;-179
443;강원삼척시;기타시설;기타시설;도계유리나라;2018.03.29;직영;5,043;23,019;13;111,004;28,076;27,986;506;509;27,566;40;1,729;173;-1,556
444;강원삼척시;기타시설;기타시설;삼척해상케이블카;2017.09.20;직영;4,309;15,047;13;468,676;28,100;27,222;2,503;2,643;25,457;40;2,134;3,468;1,334
445;강원삼척시;기타시설;기타시설;삼척해양레일바이크;2010.07.20;직영;1,540;114,775;36;411,931;34,700;31,818;2,884;23,082;11,618;40;3,410;3,211;-200
446;강원홍천군;체육시설;육상경기장;홍천종합운동장;2004.10.26;위탁;10,213;107,175;11;49,000;20,166;20,166;257;6,927;13,239;40;183;4;-179
447;강원홍천군;체육시설;체육관;홍천군국민체육센터;2012.02.01;위탁;2,851;11,150;21;287,000;10,844;10,844;39;1,374;9,470;40;1,119;499;-620
448;강원홍천군;체육시설;체육관;홍천종합체육관;2005.04.26;위탁;3,735;9,126;11;186,000;10,007;10,007;118;3,308;6,699;40;209;3;-206
449;강원횡성군;문화시설;문화예술회관;횡성문화예술회관;2013.12.18;직영;4,237;66,982;8;42,470;13,092;5,618;30;111;5,507;40;375;4;-372
450;강원횡성군;체육시설;육상경기장;횡성종합운동장;1999.12.22;직영;5,120;62,467;7;18,250;11,100;10,562;214;4,090;6,472;40;361;0;-361
451;강원영월군;문화시설;박물관;강원도 탄광문화촌;2010.10.20;위탁;625;88,556;4;50,995;11,816;11,816;295;2,954;8,862;40;155;81;-74
452;강원영월군;문화시설;박물관;동강생태공원;2010.08.25;직영;3,820;176,090;7;24,773;25,140;13,367;335;2,505;10,862;40;325;80;-245
453;강원영월군;체육시설;체육관;영월실내체육관;2011.06.30;직영;7,624;197,688;4;43,881;17,727;17,727;443;3,323;14,404;40;128;2;-125
454;강원영월군;복지시설;종합사회복지관;영월군종합사회복지관;2012.05.21;위탁;4,243;3,656;20;220;11,120;8,640;216;1,440;7,200;40;908;1,226;318
455;강원평창군;문화시설;문화예술회관;평창문화예술회관;1999.09.20;직영;4,168;28,145;3;29,353;11,500;11,500;523;5,175;6,325;40;419;2;-417
456;강원평창군;체육시설;체육관;평창국민체육센터;2011.05.16;직영;7,480;40,389;2;47,840;23,000;20,822;521;3,372;17,450;40;413;4;-409
457;강원정선군;문화시설;박물관;삼탄아트마인;2013.08.20;위탁;11,400;46,030;12;43,443;13,336;13,336;338;1,679;11,657;40;202;0;-202
458;강원정선군;문화시설;문화예술회관;아리랑센터;2016.05.19;위탁;7,168;10,620;22;31,350;33,307;33,307;815;903;32,404;40;964;58;-906
459;강원정선군;체육시설;육상경기장;정선종합경기장;2011.12.28;위탁;15,209;62,280;8;94,671;80,890;80,890;1,850;13,104;67,786;40;686;71;-615
460;강원철원군;문화시설;청소년수련회관;철원종합문화복지센터;2006.06.08;직영;7,194;29,949;14;110,000;16,054;16,054;375;4,520;11,534;40;774;103;-670
461;강원철원군;체육시설;육상경기장;종합운동장;1996.12.31;위탁;2,891;176,640;5;53,230;10,476;10,476;136;992;9,484;40;525;3;-522
462;강원철원군;체육시설;체육관;철원실내체육관;2007.08.28;위탁;5,479;17,366;2;42,970;12,500;12,500;274;3,125;9,375;40;209;2;-206
463;강원화천군;체육시설;체육관;화천체육관;2013.08.19;직영;5,626;12,871;2;36,500;12,316;12,316;308;1,668;10,648;40;114;5;-109
464;강원화천군;기타시설;기타시설;화천 생태영상센터;2011.05.02;위탁;4,131;25,380;8;10,000;19,650;14,801;371;2,802;11,999;40;442;19;-423
465;강원인제군;체육시설;기타체육시설;원통생활체육공원;2009.07.04;직영;456;95,303;3;14,227;11,109;11,109;274;754;10,355;40;99;7;-92
466;강원인제군;기타시설;기타시설;인제하늘내린센터;2009.08.06;위탁;6,795;22,905;25;220,308;36,757;36,757;809;7,343;29,414;40;3,171;578;-2,594
467;강원양양군;체육시설;육상경기장;양양군종합운동장;2016.06.27;직영;3,405;90,193;2;12,000;26,300;26,300;658;1,699;24,601;40;383;0;-383
468;강원양양군;체육시설;싸이클경기장;양양싸이클경기장;2012.05.30;직영;4,015;104,991;2;10,316;23,900;23,900;598;3,983;19,917;40;333;9;-324
469;충북본청;기타시설;기타시설;충북미래관;2009.08.24;위탁;12,587;2,692;21;118,111;40,311;40,311;527;4,878;35,433;40;2,422;1,177;-1,245
470;충북청주시;문화시설;공립도서관;청주상당도서관;2009.12.28;직영;2,681;3,807;12;264,302;11,126;11,126;177;1,691;9,435;40;739;2;-738
471;충북청주시;문화시설;공립도서관;청주시립도서관;2013.01.25;직영;5,370;11,041;59;530,805;13,150;13,150;74;859;12,291;40;6,077;5;-6,072
472;충북청주시;문화시설;박물관;청주고인쇄박물관;1992.03.17;직영;5,287;40,990;34;234,800;15,697;15,697;78;1,941;13,756;40;2,840;3;-2,838
473;충북청주시;문화시설;문화예술회관;청주예술의전당;1995.04.10;직영;19,740;32,406;45;369,523;35,458;35,458;919;20,103;15,354;40;3,314;421;-2,893
474;충북청주시;체육시설;축구장;용정축구공원;2009.03.31;위탁;235;52,417;1;142,973;11,661;11,661;316;2,650;9,011;40;94;172;78
475;충북청주시;체육시설;축구장;흥덕축구공원;2015.08.10;위탁;765;41,124;1;48,892;12,822;12,822;497;1,696;11,126;40;88;75;-13
476;충북청주시;체육시설;기타체육시설;국민체육센터 및 스쿼시경기장;2017.07.05;위탁;4,240;9,918;3;9,786;10,579;10,579;258;302;10,277;40;459;32;-427
477;충북청주시;체육시설;기타체육시설;장애인스포츠센터및근대5종훈련장;2016.03.21;위탁;6,864;20,000;4;34,500;19,205;19,205;336;897;18,308;40;161;25;-136
478;충북청주시;체육시설;기타체육시설;충북스포츠센터;2004.08.19;위탁;11,125;3,688;2;108,000;12,711;12,711;63;829;11,882;40;241;35;-205
479;충북청주시;복지시설;종합사회복지관;목령종합사회복지관;2009.09.13;위탁;6,732;7,199;12;150,000;11,435;11,435;290;2,610;8,825;40;640;3;-637
480;충북청주시;복지시설;종합사회복지관;오송종합사회복지관;2013.06.01;위탁;8,746;9,881;36;1,445,477;15,300;15,300;187;1,054;14,246;40;1,621;60;-1,561
481;충북충주시;문화시설;박물관;충주세계무술박물관;2011.07.08;직영;4,125;152,000;6;68,311;12,100;12,100;295;2,726;9,374;40;404;0;-404
482;충북충주시;체육시설;육상경기장;충주종합운동장;2017.09.28;직영;34,646;307,010;10;50,000;120,300;120,300;2,116;2,292;118,008;40;631;0;-631
483;충북충주시;체육시설;조정카누장;탄금호국제조정경기장;2013.02.18;직영;9,877;118,239;6;50,000;63,200;63,200;1,151;7,000;56,200;40;438;62;-375
484;충북제천시;문화시설;과학관;한방생명과학관;2010.06.01;위탁;6,663;33,215;22;36,000;33,680;33,680;920;6,684;26,996;40;571;0;-571
485;충북제천시;체육시설;체육관;어울림체육센터;2017.04.01;직영;4,233;29,497;11;26,856;17,039;17,039;361;361;16,679;40;410;19;-391
486;충북보은군;체육시설;체육관;국민체육센터;2006.09.16;직영;7,885;26,142;9;96,817;14,600;14,600;367;4,363;9,858;40;348;260;-88
487;충북보은군;체육시설;기타체육시설;보은공설운동장;2006.08.19;직영;2,298;34,643;6;43,770;10,910;10,910;316;3,267;7,751;40;73;0;-73
488;충북옥천군;체육시설;체육관;옥천체육센터;2004.09.02;직영;6,421;61,140;5;30,808;10,753;10,753;419;3,577;7,176;40;278;9;-268
489;충북영동군;문화시설;문화예술회관;영동복합문화예술회관;2018.06.30;직영;3,514;10,115;4;20,000;19,970;19,970;0;0;19,957;40;352;0;-352
490;충북영동군;체육시설;체육관;영동체육관;2008.09.22;직영;5,482;23,155;10;22,040;13,767;13,767;311;3,566;10,201;40;322;2;-321
491;충북영동군;기타시설;기타시설;영동국악체험촌;2015.05.20;직영;8,644;75,956;26;185,450;21,207;21,207;566;1,793;19,414;40;884;196;-688
492;충북진천군;문화시설;공립도서관;진천군립도서관;2012.09.20;직영;6,110;33,000;10;168,935;10,694;10,694;313;1,586;9,107;40;888;0;-888
493;충북음성군;문화시설;박물관;반기문평화기념관;2018.12.06;직영;2,856;7,803;5;1,320;12,470;12,306;148;154;12,152;40;21;0;-21
494;충북음성군;문화시설;문화예술회관;음성문화예술회관;2008.05.19;직영;7,289;15,377;7;54,667;22,000;19,458;486;5,153;14,305;40;1,377;179;-1,198
495;충북음성군;체육시설;기타체육시설;감곡생활체육공원;2017.12.11;직영;1,240;50,051;2;34,360;13,929;13,118;1,551;1,698;11,420;40;131;3;-129
496;충북음성군;체육시설;기타체육시설;금왕생활체육공원;2008.08.08;직영;1,730;81,623;2;42,413;17,463;17,448;501;3,796;13,652;40;174;7;-167
497;충북음성군;체육시설;기타체육시설;대소생활체육공원;2016.11.16;직영;414;33,532;2;36,930;12,130;11,442;1,084;1,182;10,260;40;156;5;-151
498;충북단양군;기타시설;기타시설;다누리센터;2012.06.28;직영;14,436;9,596;33;294,607;32,600;10,271;147;1,107;9,164;40;2,700;1,853;-847
499;충남본청;문화시설;문화예술회관;충청남도 문예회관;2012.12.18;직영;6,605;140,000;4;0;24,646;24,646;618;3,672;20,974;40;126;10;-116
500;충남본청;기타시설;기타시설;백제문화단지;2010.09.17;위탁;26,015;358,263;21;249,711;330,425;330,425;14,536;102,537;227,887;40;4,557;730;-3,827
501;충남천안시;문화시설;공립도서관;신방도서관;2013.01.21;직영;5,391;12,252;22;424,450;10,051;9,189;230;1,417;7,772;40;694;104;-590
502;충남천안시;문화시설;공립도서관;청수도서관;2018.07.03;직영;6,263;3,219;19;415,239;18,835;18,834;233;233;18,601;40;364;18;-346
